plant_id,plant,warehouse_id,warehouse,plant_region,warehouse_region,distance_km,cost_per_unit,lead_time_days,route_capacity,emission_kg_per_unit,route_risk_score,route_status
P002,Plant_Surat,W110,WH_Nagpur_Zone_2,West,Central,641.7,18.35,2,3216,0.0838,3.43,Open
P002,Plant_Surat,W111,WH_Nagpur_Zone_3,West,Central,634.0,13.82,1,3152,0.1166,1.67,Open
P002,Plant_Surat,W112,WH_Nagpur_Zone_4,West,Central,657.5,13.11,2,5657,0.0834,2.37,Open
P002,Plant_Surat,W113,WH_Raipur_Zone_1,West,Central,898.3,16.62,2,2103,0.2156,1.6,Open
P002,Plant_Surat,W114,WH_Raipur_Zone_2,West,Central,914.6,21.88,3,2037,0.1722,3.48,Open
P002,Plant_Surat,W115,WH_Raipur_Zone_3,West,Central,905.4,14.85,2,4530,0.123,3.37,Open
P002,Plant_Surat,W116,WH_Raipur_Zone_4,West,Central,897.8,19.03,2,2310,0.1212,4.18,Open
P002,Plant_Surat,W117,WH_Jabalpur_Zone_1,West,Central,783.3,16.26,2,3467,0.1394,4.45,Open
P002,Plant_Surat,W118,WH_Jabalpur_Zone_2,West,Central,764.8,16.54,2,5294,0.1474,4.67,Open
P002,Plant_Surat,W119,WH_Jabalpur_Zone_3,West,Central,754.7,16.38,2,4622,0.1425,4.82,Open
P002,Plant_Surat,W120,WH_Jabalpur_Zone_4,West,Central,783.9,15.51,2,4735,0.1167,2.25,Open
P003,Plant_Vadodara,W001,WH_Ahmedabad_Zone_1,West,West,95.3,9.95,1,1937,0.0169,3.75,Open
P003,Plant_Vadodara,W002,WH_Ahmedabad_Zone_2,West,West,111.1,8.51,1,4552,0.0171,1.84,Open
P003,Plant_Vadodara,W003,WH_Ahmedabad_Zone_3,West,West,115.9,10.99,1,4198,0.0139,1.18,Open
P003,Plant_Vadodara,W004,WH_Ahmedabad_Zone_4,West,West,74.1,7.5,1,3035,0.0147,4.06,Open
P003,Plant_Vadodara,W005,WH_Surat_Zone_1,West,West,155.8,9.29,1,1213,0.0192,2.22,Open
P003,Plant_Vadodara,W006,WH_Surat_Zone_2,West,West,151.3,10.03,1,2930,0.0276,2.2,Open
P003,Plant_Vadodara,W007,WH_Surat_Zone_3,West,West,139.1,9.8,1,5345,0.0285,3.67,Open
P003,Plant_Vadodara,W008,WH_Surat_Zone_4,West,West,120.1,8.77,1,1850,0.0147,3.33,Open
P003,Plant_Vadodara,W009,WH_Rajkot_Zone_1,West,West,234.1,10.95,1,4658,0.0463,1.49,Open
P003,Plant_Vadodara,W010,WH_Rajkot_Zone_2,West,West,247.7,11.86,1,2387,0.0487,3.11,Open
P003,Plant_Vadodara,W011,WH_Rajkot_Zone_3,West,West,242.1,10.47,1,3107,0.0332,4.1,Open
P003,Plant_Vadodara,W012,WH_Rajkot_Zone_4,West,West,234.3,9.91,1,5994,0.0357,2.61,Open
P003,Plant_Vadodara,W013,WH_Mumbai_Zone_1,West,West,351.0,12.02,1,4214,0.0667,2.87,Open
P003,Plant_Vadodara,W014,WH_Mumbai_Zone_2,West,West,348.6,10.99,1,5032,0.0771,2.25,Open
P003,Plant_Vadodara,W015,WH_Mumbai_Zone_3,West,West,343.9,13.19,1,4292,0.0461,1.17,Open
P003,Plant_Vadodara,W016,WH_Mumbai_Zone_4,West,West,345.5,13.55,1,4596,0.071,3.67,Open
P003,Plant_Vadodara,W017,WH_Pune_Zone_1,West,West,436.9,16.73,1,5428,0.0773,3.54,Open
P003,Plant_Vadodara,W018,WH_Pune_Zone_2,West,West,439.7,15.78,1,2178,0.0769,1.84,Open
P003,Plant_Vadodara,W019,WH_Pune_Zone_3,West,West,439.4,12.16,1,1196,0.0747,3.88,Open
P003,Plant_Vadodara,W020,WH_Pune_Zone_4,West,West,422.1,13.65,1,2678,0.0814,2.18,Open
P003,Plant_Vadodara,W021,WH_Nashik_Zone_1,West,West,260.6,11.04,1,4020,0.0526,2.87,Open
P003,Plant_Vadodara,W022,WH_Nashik_Zone_2,West,West,277.4,10.59,1,2901,0.0505,2.07,Open
P003,Plant_Vadodara,W023,WH_Nashik_Zone_3,West,West,251.1,11.62,1,5293,0.0426,2.97,Open
P003,Plant_Vadodara,W024,WH_Nashik_Zone_4,West,West,248.4,11.15,1,1539,0.031,2.59,Open
P003,Plant_Vadodara,W025,WH_Delhi_Zone_1,West,North,816.4,20.42,3,4666,0.1543,1.31,Open
P003,Plant_Vadodara,W026,WH_Delhi_Zone_2,West,North,795.5,17.15,2,5560,0.1693,3.07,Open
P003,Plant_Vadodara,W027,WH_Delhi_Zone_3,West,North,819.1,16.75,2,4518,0.1847,3.7,Open
P003,Plant_Vadodara,W028,WH_Delhi_Zone_4,West,North,811.5,19.62,2,5978,0.1269,1.26,Open
P003,Plant_Vadodara,W029,WH_Gurugram_Zone_1,West,North,781.6,16.64,2,2041,0.1484,4.96,Open
P003,Plant_Vadodara,W030,WH_Gurugram_Zone_2,West,North,794.3,17.28,2,1077,0.1302,1.9,Open
P003,Plant_Vadodara,W031,WH_Gurugram_Zone_3,West,North,805.9,17.03,2,1260,0.1751,3.54,Open
P003,Plant_Vadodara,W032,WH_Gurugram_Zone_4,West,North,802.9,17.48,2,1015,0.1662,3.16,Open
P003,Plant_Vadodara,W033,WH_Noida_Zone_1,West,North,799.0,16.15,2,3095,0.1088,4.83,Open
P003,Plant_Vadodara,W034,WH_Noida_Zone_2,West,North,797.7,19.03,3,4445,0.173,2.84,Open
P003,Plant_Vadodara,W035,WH_Noida_Zone_3,West,North,818.6,18.31,2,4299,0.1864,3.7,Open
P003,Plant_Vadodara,W036,WH_Noida_Zone_4,West,North,803.8,16.34,2,4552,0.1154,4.81,Open
P003,Plant_Vadodara,W037,WH_Jaipur_Zone_1,West,North,586.5,19.68,2,1669,0.1142,4.92,Open
P003,Plant_Vadodara,W038,WH_Jaipur_Zone_2,West,North,585.4,15.23,1,1044,0.1372,4.87,Open
P003,Plant_Vadodara,W039,WH_Jaipur_Zone_3,West,North,575.8,15.84,2,5958,0.1231,4.84,Open
P003,Plant_Vadodara,W040,WH_Jaipur_Zone_4,West,North,595.5,17.66,2,4383,0.1109,4.22,Open
P003,Plant_Vadodara,W041,WH_Chandigarh_Zone_1,West,North,1028.7,17.04,2,3637,0.1764,1.12,Open
P003,Plant_Vadodara,W042,WH_Chandigarh_Zone_2,West,North,986.8,20.34,3,1466,0.2315,2.98,Open
P003,Plant_Vadodara,W043,WH_Chandigarh_Zone_3,West,North,1023.2,22.43,3,4496,0.1773,2.1,Open
P003,Plant_Vadodara,W044,WH_Chandigarh_Zone_4,West,North,988.2,22.29,3,3808,0.1471,1.77,Open
P003,Plant_Vadodara,W045,WH_Lucknow_Zone_1,West,North,932.0,24.22,3,2713,0.2188,1.59,Open
P003,Plant_Vadodara,W046,WH_Lucknow_Zone_2,West,North,931.4,22.02,2,1460,0.1695,4.04,Open
P003,Plant_Vadodara,W047,WH_Lucknow_Zone_3,West,North,911.5,19.61,2,5300,0.1928,4.29,Open
P003,Plant_Vadodara,W048,WH_Lucknow_Zone_4,West,North,925.1,23.1,3,5007,0.2059,1.83,Open
P003,Plant_Vadodara,W049,WH_Kanpur_Zone_1,West,North,858.7,17.46,2,4154,0.1892,2.33,Open
P003,Plant_Vadodara,W050,WH_Kanpur_Zone_2,West,North,836.6,21.21,2,4052,0.1287,2.7,Open
P003,Plant_Vadodara,W051,WH_Kanpur_Zone_3,West,North,857.9,16.75,2,2180,0.1774,1.8,Open
P003,Plant_Vadodara,W052,WH_Kanpur_Zone_4,West,North,848.1,17.1,3,2787,0.2002,1.9,Open
P003,Plant_Vadodara,W053,WH_Ludhiana_Zone_1,West,North,971.1,23.54,3,3549,0.2119,2.01,Open
P003,Plant_Vadodara,W054,WH_Ludhiana_Zone_2,West,North,976.7,18.91,3,4399,0.2056,2.57,Open
P003,Plant_Vadodara,W055,WH_Ludhiana_Zone_3,West,North,974.2,21.03,2,5338,0.1484,3.07,Open
P003,Plant_Vadodara,W056,WH_Ludhiana_Zone_4,West,North,996.4,19.48,2,952,0.1351,3.24,Open
P003,Plant_Vadodara,W057,WH_Bengaluru_Zone_1,West,South,1132.3,25.54,3,4999,0.1604,1.39,Open
P003,Plant_Vadodara,W058,WH_Bengaluru_Zone_2,West,South,1151.6,25.98,3,4289,0.2497,1.78,Open
P003,Plant_Vadodara,W059,WH_Bengaluru_Zone_3,West,South,1113.1,22.88,2,1899,0.2232,2.74,Open
P003,Plant_Vadodara,W060,WH_Bengaluru_Zone_4,West,South,1143.9,24.13,3,1168,0.1407,4.36,Open
P003,Plant_Vadodara,W061,WH_Chennai_Zone_1,West,South,1254.4,20.87,3,4186,0.226,3.82,Open
P003,Plant_Vadodara,W062,WH_Chennai_Zone_2,West,South,1266.8,25.6,3,1799,0.1793,4.2,Open
P003,Plant_Vadodara,W063,WH_Chennai_Zone_3,West,South,1278.6,25.24,4,1251,0.2493,2.27,Open
P003,Plant_Vadodara,W064,WH_Chennai_Zone_4,West,South,1291.9,28.34,3,4497,0.2841,4.62,Open
P003,Plant_Vadodara,W065,WH_Hyderabad_Zone_1,West,South,765.7,13.89,2,3178,0.1095,2.65,Open
P003,Plant_Vadodara,W066,WH_Hyderabad_Zone_2,West,South,782.9,22.62,2,3904,0.1208,2.73,Open
P003,Plant_Vadodara,W067,WH_Hyderabad_Zone_3,West,South,788.3,18.89,2,4565,0.164,1.46,Open
P003,Plant_Vadodara,W068,WH_Hyderabad_Zone_4,West,South,768.6,20.61,2,3561,0.1766,1.05,Open
P003,Plant_Vadodara,W069,WH_Cochin_Zone_1,West,South,1395.1,25.56,3,5576,0.2909,3.82,Open
P003,Plant_Vadodara,W070,WH_Cochin_Zone_2,West,South,1392.8,25.92,4,1007,0.2725,3.2,Open
P003,Plant_Vadodara,W071,WH_Cochin_Zone_3,West,South,1399.6,29.87,3,3400,0.1834,3.4,Open
P003,Plant_Vadodara,W072,WH_Cochin_Zone_4,West,South,1420.5,28.54,3,2542,0.2665,2.8,Open
P003,Plant_Vadodara,W073,WH_Coimbatore_Zone_1,West,South,1299.8,27.92,4,1888,0.1742,2.8,Open
P003,Plant_Vadodara,W074,WH_Coimbatore_Zone_2,West,South,1330.2,28.71,3,3715,0.2715,3.72,Open
P003,Plant_Vadodara,W075,WH_Coimbatore_Zone_3,West,South,1336.7,25.47,3,2720,0.1958,3.9,Open
P003,Plant_Vadodara,W076,WH_Coimbatore_Zone_4,West,South,1300.5,26.52,3,2618,0.2237,1.37,Open
P003,Plant_Vadodara,W077,WH_Mysuru_Zone_1,West,South,1194.0,26.87,3,872,0.2061,4.99,Open
P003,Plant_Vadodara,W078,WH_Mysuru_Zone_2,West,South,1190.6,21.84,3,2886,0.1713,4.51,Open
P003,Plant_Vadodara,W079,WH_Mysuru_Zone_3,West,South,1171.5,25.94,3,5839,0.2687,2.42,Open
P003,Plant_Vadodara,W080,WH_Mysuru_Zone_4,West,South,1184.4,23.67,3,2326,0.2613,4.22,Open
P003,Plant_Vadodara,W081,WH_Kolkata_Zone_1,West,East,1548.8,33.95,3,1814,0.323,3.09,Open
P003,Plant_Vadodara,W082,WH_Kolkata_Zone_2,West,East,1559.0,24.47,4,4827,0.256,4.58,Open
P003,Plant_Vadodara,W083,WH_Kolkata_Zone_3,West,East,1557.6,31.68,4,1541,0.2668,2.77,Open
P003,Plant_Vadodara,W084,WH_Kolkata_Zone_4,West,East,1545.1,30.27,4,4569,0.1895,2.2,Open
P003,Plant_Vadodara,W085,WH_Bhubaneswar_Zone_1,West,East,1316.0,26.08,4,1622,0.2705,1.05,Open
P003,Plant_Vadodara,W086,WH_Bhubaneswar_Zone_2,West,East,1313.7,23.99,3,2868,0.2754,3.88,Open
P003,Plant_Vadodara,W087,WH_Bhubaneswar_Zone_3,West,East,1320.6,30.78,3,3130,0.2401,3.14,Open
P003,Plant_Vadodara,W088,WH_Bhubaneswar_Zone_4,West,East,1334.6,25.44,4,3391,0.2898,4.15,Open
P003,Plant_Vadodara,W089,WH_Ranchi_Zone_1,West,East,1239.0,25.9,3,936,0.1602,4.32,Open
P003,Plant_Vadodara,W090,WH_Ranchi_Zone_2,West,East,1265.5,24.38,3,3742,0.2446,1.64,Open
P003,Plant_Vadodara,W091,WH_Ranchi_Zone_3,West,East,1252.8,27.63,4,4118,0.1506,3.87,Open
P003,Plant_Vadodara,W092,WH_Ranchi_Zone_4,West,East,1236.7,26.7,4,1298,0.1842,2.42,Open
P003,Plant_Vadodara,W093,WH_Guwahati_Zone_1,West,East,1938.6,27.95,5,3094,0.2893,2.07,Open
P003,Plant_Vadodara,W094,WH_Guwahati_Zone_2,West,East,1915.4,31.81,5,4160,0.3284,3.16,Open
P003,Plant_Vadodara,W095,WH_Guwahati_Zone_3,West,East,1930.0,37.26,5,2720,0.3778,3.13,Open
P003,Plant_Vadodara,W096,WH_Guwahati_Zone_4,West,East,1912.1,26.84,5,4966,0.2557,4.06,Open
P003,Plant_Vadodara,W097,WH_Patna_Zone_1,West,East,1260.2,28.45,3,1050,0.2229,3.24,Open
P003,Plant_Vadodara,W098,WH_Patna_Zone_2,West,East,1274.5,26.35,3,3479,0.2681,2.86,Open
P003,Plant_Vadodara,W099,WH_Patna_Zone_3,West,East,1246.4,28.37,3,4284,0.177,4.42,Open
P003,Plant_Vadodara,W100,WH_Patna_Zone_4,West,East,1276.0,28.85,3,3282,0.1961,1.83,Open
P003,Plant_Vadodara,W101,WH_Indore_Zone_1,West,Central,263.4,9.46,1,3672,0.0626,2.8,Open
P003,Plant_Vadodara,W102,WH_Indore_Zone_2,West,Central,292.1,11.1,1,3170,0.0428,2.4,Open
P003,Plant_Vadodara,W103,WH_Indore_Zone_3,West,Central,280.8,10.93,1,3993,0.0455,4.72,Open
P003,Plant_Vadodara,W104,WH_Indore_Zone_4,West,Central,300.1,12.38,1,2305,0.0638,3.19,Open
P003,Plant_Vadodara,W105,WH_Bhopal_Zone_1,West,Central,452.6,12.43,1,3654,0.0911,4.03,Open
P003,Plant_Vadodara,W106,WH_Bhopal_Zone_2,West,Central,466.8,12.68,1,3742,0.1059,4.0,Open
P003,Plant_Vadodara,W107,WH_Bhopal_Zone_3,West,Central,462.1,16.06,1,4356,0.0855,4.03,Open
P003,Plant_Vadodara,W108,WH_Bhopal_Zone_4,West,Central,443.0,13.61,1,1754,0.099,4.47,Open
P003,Plant_Vadodara,W109,WH_Nagpur_Zone_1,West,Central,619.3,17.72,2,1170,0.1354,3.64,Open
P003,Plant_Vadodara,W110,WH_Nagpur_Zone_2,West,Central,616.8,18.41,1,4093,0.0907,3.11,Open
P003,Plant_Vadodara,W111,WH_Nagpur_Zone_3,West,Central,612.6,17.47,2,3846,0.1306,4.29,Open
P003,Plant_Vadodara,W112,WH_Nagpur_Zone_4,West,Central,634.9,17.04,2,960,0.1091,1.12,Open
P003,Plant_Vadodara,W113,WH_Raipur_Zone_1,West,Central,865.5,18.84,2,3991,0.193,4.14,Open
P003,Plant_Vadodara,W114,WH_Raipur_Zone_2,West,Central,885.7,19.52,2,4972,0.194,4.38,Open
P003,Plant_Vadodara,W115,WH_Raipur_Zone_3,West,Central,876.0,16.85,2,1098,0.2032,4.21,Open
P003,Plant_Vadodara,W116,WH_Raipur_Zone_4,West,Central,866.0,21.05,2,3628,0.1174,1.09,Open
P003,Plant_Vadodara,W117,WH_Jabalpur_Zone_1,West,Central,716.3,16.94,2,3650,0.0873,1.07,Open
P003,Plant_Vadodara,W118,WH_Jabalpur_Zone_2,West,Central,696.3,19.53,2,4226,0.162,2.66,Open
P003,Plant_Vadodara,W119,WH_Jabalpur_Zone_3,West,Central,687.1,15.59,2,4321,0.1408,2.56,Open
P003,Plant_Vadodara,W120,WH_Jabalpur_Zone_4,West,Central,716.6,17.0,2,4062,0.1042,4.98,Open
P004,Plant_Mumbai,W001,WH_Ahmedabad_Zone_1,West,West,443.4,12.89,1,5183,0.0774,3.7,Open
P004,Plant_Mumbai,W002,WH_Ahmedabad_Zone_2,West,West,459.7,12.27,1,2248,0.0907,4.9,Open
P004,Plant_Mumbai,W003,WH_Ahmedabad_Zone_3,West,West,460.3,9.28,1,1415,0.0942,2.82,Open
P004,Plant_Mumbai,W004,WH_Ahmedabad_Zone_4,West,West,420.1,9.69,1,1174,0.059,2.81,Open
P004,Plant_Mumbai,W005,WH_Surat_Zone_1,West,West,212.0,7.91,1,4908,0.0293,3.29,Open
P004,Plant_Mumbai,W006,WH_Surat_Zone_2,West,West,214.2,6.78,1,4021,0.0438,1.27,Open
P004,Plant_Mumbai,W007,WH_Surat_Zone_3,West,West,231.6,6.97,1,3366,0.0417,4.9,Open
P004,Plant_Mumbai,W008,WH_Surat_Zone_4,West,West,243.1,8.55,1,5074,0.03,4.59,Open
P004,Plant_Mumbai,W009,WH_Rajkot_Zone_1,West,West,421.6,10.28,2,5840,0.0845,4.57,Open
P004,Plant_Mumbai,W010,WH_Rajkot_Zone_2,West,West,421.3,9.89,2,1562,0.0743,2.07,Open
P004,Plant_Mumbai,W011,WH_Rajkot_Zone_3,West,West,416.5,7.45,1,1383,0.072,2.11,Open
P004,Plant_Mumbai,W012,WH_Rajkot_Zone_4,West,West,410.0,10.34,2,4934,0.0672,2.41,Open
P004,Plant_Mumbai,W013,WH_Mumbai_Zone_1,West,West,18.2,7.14,1,5061,0.0041,1.62,Open
P004,Plant_Mumbai,W014,WH_Mumbai_Zone_2,West,West,18.9,5.97,1,3300,0.0033,4.12,Open
P004,Plant_Mumbai,W015,WH_Mumbai_Zone_3,West,West,19.2,4.61,1,3936,0.0034,2.23,Open
P004,Plant_Mumbai,W016,WH_Mumbai_Zone_4,West,West,20.7,5.6,1,1487,0.0038,4.97,Open
P004,Plant_Mumbai,W017,WH_Pune_Zone_1,West,West,114.4,4.63,1,3903,0.0259,2.49,Open
P004,Plant_Mumbai,W018,WH_Pune_Zone_2,West,West,129.1,6.06,1,2034,0.0257,1.47,Open
P004,Plant_Mumbai,W019,WH_Pune_Zone_3,West,West,133.2,6.72,1,3335,0.0191,4.81,Open
P004,Plant_Mumbai,W020,WH_Pune_Zone_4,West,West,117.8,5.71,1,4003,0.0279,4.73,Open
P004,Plant_Mumbai,W021,WH_Nashik_Zone_1,West,West,149.7,6.99,1,2466,0.0212,4.3,Open
P004,Plant_Mumbai,W022,WH_Nashik_Zone_2,West,West,137.3,6.83,1,2029,0.0206,4.76,Open
P004,Plant_Mumbai,W023,WH_Nashik_Zone_3,West,West,149.5,7.2,1,1107,0.03,1.88,Open
P004,Plant_Mumbai,W024,WH_Nashik_Zone_4,West,West,141.2,4.99,1,3486,0.0271,1.21,Open
P004,Plant_Mumbai,W025,WH_Delhi_Zone_1,West,North,1154.6,18.29,3,3929,0.1714,4.79,Open
P004,Plant_Mumbai,W026,WH_Delhi_Zone_2,West,North,1135.7,25.51,3,2320,0.2416,3.81,Open
P004,Plant_Mumbai,W027,WH_Delhi_Zone_3,West,North,1160.5,21.48,2,1297,0.1947,4.31,Open
P004,Plant_Mumbai,W028,WH_Delhi_Zone_4,West,North,1151.9,15.97,3,942,0.2641,3.04,Open
P004,Plant_Mumbai,W029,WH_Gurugram_Zone_1,West,North,1122.6,18.57,3,2517,0.2689,4.18,Open
P004,Plant_Mumbai,W030,WH_Gurugram_Zone_2,West,North,1136.4,22.09,2,5912,0.2193,2.12,Open
P004,Plant_Mumbai,W031,WH_Gurugram_Zone_3,West,North,1145.4,17.42,2,2304,0.17,3.71,Open
P004,Plant_Mumbai,W032,WH_Gurugram_Zone_4,West,North,1143.2,20.4,4,991,0.1963,1.35,Open
P004,Plant_Mumbai,W033,WH_Noida_Zone_1,West,North,1135.5,17.16,3,4999,0.2634,2.06,Open
P004,Plant_Mumbai,W034,WH_Noida_Zone_2,West,North,1133.9,20.56,2,4597,0.1738,2.13,Open
P004,Plant_Mumbai,W035,WH_Noida_Zone_3,West,North,1154.8,25.52,3,2317,0.2487,2.11,Open
P004,Plant_Mumbai,W036,WH_Noida_Zone_4,West,North,1138.7,17.15,2,3456,0.2645,1.74,Open
P004,Plant_Mumbai,W037,WH_Jaipur_Zone_1,West,North,930.2,14.86,3,4158,0.1284,4.87,Open
P004,Plant_Mumbai,W038,WH_Jaipur_Zone_2,West,North,932.6,15.98,2,2105,0.1844,2.09,Open
P004,Plant_Mumbai,W039,WH_Jaipur_Zone_3,West,North,922.7,13.27,2,1986,0.1342,3.65,Open
P004,Plant_Mumbai,W040,WH_Jaipur_Zone_4,West,North,940.1,17.37,2,4982,0.1465,1.43,Open
P004,Plant_Mumbai,W041,WH_Chandigarh_Zone_1,West,North,1379.5,23.67,3,1427,0.1854,3.94,Open
P004,Plant_Mumbai,W042,WH_Chandigarh_Zone_2,West,North,1338.5,23.1,3,2125,0.2622,3.33,Open
P004,Plant_Mumbai,W043,WH_Chandigarh_Zone_3,West,North,1374.0,20.74,4,890,0.3185,4.28,Open
P004,Plant_Mumbai,W044,WH_Chandigarh_Zone_4,West,North,1339.3,24.55,3,1808,0.174,2.02,Open
P004,Plant_Mumbai,W045,WH_Lucknow_Zone_1,West,North,1189.4,22.59,4,5765,0.1734,1.27,Open
P004,Plant_Mumbai,W046,WH_Lucknow_Zone_2,West,North,1190.3,20.51,3,5739,0.2675,4.16,Open
P004,Plant_Mumbai,W047,WH_Lucknow_Zone_3,West,North,1173.0,22.41,2,1414,0.2773,2.72,Open
P004,Plant_Mumbai,W048,WH_Lucknow_Zone_4,West,North,1182.3,17.81,3,5447,0.2822,3.3,Open
P004,Plant_Mumbai,W049,WH_Kanpur_Zone_1,West,North,1120.4,17.03,4,3458,0.1816,2.45,Open
P004,Plant_Mumbai,W050,WH_Kanpur_Zone_2,West,North,1099.5,21.69,3,1389,0.2524,3.26,Open
P004,Plant_Mumbai,W051,WH_Kanpur_Zone_3,West,North,1124.5,16.72,2,3262,0.1759,4.73,Open
P004,Plant_Mumbai,W052,WH_Kanpur_Zone_4,West,North,1108.2,16.17,4,3876,0.1744,2.0,Open
P004,Plant_Mumbai,W053,WH_Ludhiana_Zone_1,West,North,1327.8,24.01,3,3750,0.2259,1.47,Open
P004,Plant_Mumbai,W054,WH_Ludhiana_Zone_2,West,North,1332.3,24.41,3,2435,0.2688,4.76,Open
P004,Plant_Mumbai,W055,WH_Ludhiana_Zone_3,West,North,1331.4,17.05,3,3202,0.2165,2.65,Open
P004,Plant_Mumbai,W056,WH_Ludhiana_Zone_4,West,North,1353.5,24.02,4,986,0.1672,4.63,Open
P004,Plant_Mumbai,W057,WH_Bengaluru_Zone_1,West,South,839.2,13.2,3,5031,0.1513,3.93,Open
P004,Plant_Mumbai,W058,WH_Bengaluru_Zone_2,West,South,853.4,20.43,2,1801,0.1348,2.14,Open
P004,Plant_Mumbai,W059,WH_Bengaluru_Zone_3,West,South,819.8,11.32,2,4481,0.1795,1.59,Open
P004,Plant_Mumbai,W060,WH_Bengaluru_Zone_4,West,South,850.0,19.31,2,3766,0.153,2.74,Open
P004,Plant_Mumbai,W061,WH_Chennai_Zone_1,West,South,1014.3,15.35,3,4762,0.1898,4.31,Open
P004,Plant_Mumbai,W062,WH_Chennai_Zone_2,West,South,1031.5,19.98,3,3263,0.2069,4.22,Open
P004,Plant_Mumbai,W063,WH_Chennai_Zone_3,West,South,1045.1,23.54,2,2923,0.2081,3.75,Open
P004,Plant_Mumbai,W064,WH_Chennai_Zone_4,West,South,1054.1,14.36,3,3731,0.1956,2.67,Open
P004,Plant_Mumbai,W065,WH_Hyderabad_Zone_1,West,South,607.5,10.44,1,1816,0.1232,2.36,Open
P004,Plant_Mumbai,W066,WH_Hyderabad_Zone_2,West,South,612.4,13.4,2,2420,0.1349,4.9,Open
P004,Plant_Mumbai,W067,WH_Hyderabad_Zone_3,West,South,630.4,11.68,2,3866,0.0786,3.3,Open
P004,Plant_Mumbai,W068,WH_Hyderabad_Zone_4,West,South,612.7,12.19,2,1230,0.0917,3.79,Open
P004,Plant_Mumbai,W069,WH_Cochin_Zone_1,West,South,1061.3,16.33,3,5486,0.1619,4.62,Open
P004,Plant_Mumbai,W070,WH_Cochin_Zone_2,West,South,1058.3,16.5,2,816,0.1552,2.27,Open
P004,Plant_Mumbai,W071,WH_Cochin_Zone_3,West,South,1065.7,15.59,3,4971,0.1646,2.12,Open
P004,Plant_Mumbai,W072,WH_Cochin_Zone_4,West,South,1085.8,18.49,2,4782,0.1817,3.12,Open
P004,Plant_Mumbai,W073,WH_Coimbatore_Zone_1,West,South,979.3,15.49,3,5733,0.1582,2.63,Open
P004,Plant_Mumbai,W074,WH_Coimbatore_Zone_2,West,South,1011.7,15.57,3,2881,0.1449,3.57,Open
P004,Plant_Mumbai,W075,WH_Coimbatore_Zone_3,West,South,1015.5,17.01,3,4206,0.2225,3.69,Open
P004,Plant_Mumbai,W076,WH_Coimbatore_Zone_4,West,South,978.0,19.69,3,2777,0.1215,4.96,Open
P004,Plant_Mumbai,W077,WH_Mysuru_Zone_1,West,South,876.9,12.58,3,1982,0.1746,3.31,Open
P004,Plant_Mumbai,W078,WH_Mysuru_Zone_2,West,South,873.9,19.03,2,929,0.1698,3.66,Open
P004,Plant_Mumbai,W079,WH_Mysuru_Zone_3,West,South,852.0,14.74,2,5802,0.1591,4.12,Open
P004,Plant_Mumbai,W080,WH_Mysuru_Zone_4,West,South,863.1,11.18,2,1120,0.1711,4.12,Open
P004,Plant_Mumbai,W081,WH_Kolkata_Zone_1,West,East,1647.5,31.42,4,1617,0.3309,4.39,Open
P004,Plant_Mumbai,W082,WH_Kolkata_Zone_2,West,East,1655.9,24.8,3,2877,0.2738,1.57,Open
P004,Plant_Mumbai,W083,WH_Kolkata_Zone_3,West,East,1650.8,21.06,4,2197,0.2414,1.24,Open
P004,Plant_Mumbai,W084,WH_Kolkata_Zone_4,West,East,1635.8,22.34,3,3009,0.2323,3.38,Open
P004,Plant_Mumbai,W085,WH_Bhubaneswar_Zone_1,West,East,1351.5,20.66,3,5683,0.2405,4.11,Open
P004,Plant_Mumbai,W086,WH_Bhubaneswar_Zone_2,West,East,1351.5,25.0,3,1326,0.3066,3.31,Open
P004,Plant_Mumbai,W087,WH_Bhubaneswar_Zone_3,West,East,1354.7,22.67,3,4781,0.2926,4.45,Open
P004,Plant_Mumbai,W088,WH_Bhubaneswar_Zone_4,West,East,1363.1,20.03,3,5335,0.2932,3.71,Open
P004,Plant_Mumbai,W089,WH_Ranchi_Zone_1,West,East,1360.8,24.74,4,5860,0.2714,3.53,Open
P004,Plant_Mumbai,W090,WH_Ranchi_Zone_2,West,East,1392.0,25.23,3,4013,0.1883,1.51,Open
P004,Plant_Mumbai,W091,WH_Ranchi_Zone_3,West,East,1376.7,27.06,4,4666,0.2316,3.92,Open
P004,Plant_Mumbai,W092,WH_Ranchi_Zone_4,West,East,1360.6,25.22,3,4978,0.1875,1.37,Open
P004,Plant_Mumbai,W093,WH_Guwahati_Zone_1,West,East,2100.7,40.18,5,2334,0.3904,2.52,Open
P004,Plant_Mumbai,W094,WH_Guwahati_Zone_2,West,East,2076.2,34.42,5,5503,0.2932,4.95,Open
P004,Plant_Mumbai,W095,WH_Guwahati_Zone_3,West,East,2088.3,33.12,4,3040,0.3308,2.91,Open
P004,Plant_Mumbai,W096,WH_Guwahati_Zone_4,West,East,2074.3,30.55,4,4544,0.4063,1.51,Open
P004,Plant_Mumbai,W097,WH_Patna_Zone_1,West,East,1451.0,25.84,3,4885,0.3473,1.37,Open
P004,Plant_Mumbai,W098,WH_Patna_Zone_2,West,East,1462.5,28.83,3,4725,0.2163,1.9,Open
P004,Plant_Mumbai,W099,WH_Patna_Zone_3,West,East,1428.2,24.11,4,5032,0.1861,1.23,Open
P004,Plant_Mumbai,W100,WH_Patna_Zone_4,West,East,1465.5,19.42,3,5306,0.3399,3.09,Open
